Name,Description,Regular Price,In Stock?,Tags,Images
Bumblebee Choker Electroformed Copper Pendant Necklace: Olive Green,"🐝Beautiful bumblebee pendant choker with textured details. The pendant was electroformed with copper and finished with faux suede olive green cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",35,1,"Bumblebee,bee,bumble_bee,electroformed,copper,choker,bug,pedant,olive_green,bug_jewelry,unique_gift,boho,bohemian","https://i.etsystatic.com/20733072/r/il/20dfc7/2763345941/il_fullxfull.2763345941_di9t.jpg, https://i.etsystatic.com/20733072/r/il/df8f50/2715664446/il_fullxfull.2715664446_ccqa.jpg,	https://i.etsystatic.com/20733072/r/il/b68eb1/2715664536/il_fullxfull.2715664536_snlw.jpg,	https://i.etsystatic.com/20733072/r/il/de7481/2715664640/il_fullxfull.2715664640_cpxi.jpg,	https://i.etsystatic.com/20733072/r/il/76ad15/2763346303/il_fullxfull.2763346303_cwd5.jpg,	https://i.etsystatic.com/20733072/r/il/da1f9b/2715664802/il_fullxfull.2715664802_kucx.jpg,	https://i.etsystatic.com/20733072/r/il/fbd1b7/2715664876/il_fullxfull.2715664876_q1he.jpg,	https://i.etsystatic.com/20733072/r/il/22f684/2715664952/il_fullxfull.2715664952_4nkq.jpg,	https://i.etsystatic.com/20733072/r/il/25bffb/2763346595/il_fullxfull.2763346595_3u6s.jpg,	https://i.etsystatic.com/20733072/r/il/ad034c/2763346671/il_fullxfull.2763346671_9u7b.jpg"
Bumblebee Choker Electroformed Copper Pendant Necklace: Olive Green,"🐝Beautiful bumblebee pendant choker with textured details. The pendant was electroformed with copper and finished with faux suede olive green cord. 

The pendant has been sealed with an environmentally friendly sealant to maintain shine ✨

*If you LOVE the pendant, but not the color of the cord, hit me up with a message and I may be able to swap out the color for one you would prefer 😊👍 I have a variety 🌈",35,1,"Bumblebee,bee,bumble_bee,copper,Pendant,necklace,boho,unique_gift,bug_jewelry,Electroformed,choker,olive_green,bug","https://i.etsystatic.com/20733072/r/il/1ab302/2763354809/il_fullxfull.2763354809_hs4f.jpg, https://i.etsystatic.com/20733072/r/il/693cd9/2715673390/il_fullxfull.2715673390_rl76.jpg,        https://i.etsystatic.com/20733072/r/il/bf34a0/2715673456/il_fullxfull.2715673456_bodk.jpg,        https://i.etsystatic.com/20733072/r/il/6a95d3/2715673166/il_fullxfull.2715673166_lx05.jpg,        https://i.etsystatic.com/20733072/r/il/2f5263/2763354877/il_fullxfull.2763354877_9jvi.jpg,        https://i.etsystatic.com/20733072/r/il/7b0c58/2715673514/il_fullxfull.2715673514_rqwc.jpg,        https://i.etsystatic.com/20733072/r/il/48ee71/2763355193/il_fullxfull.2763355193_our4.jpg,        https://i.etsystatic.com/20733072/r/il/0f710f/2715673666/il_fullxfull.2715673666_6w8j.jpg,        https://i.etsystatic.com/20733072/r/il/2c5adc/2763355335/il_fullxfull.2763355335_2hxy.jpg,        https://i.etsystatic.com/20733072/r/il/c01edf/2763355421/il_fullxfull.2763355421_qvy9.jpg"
Stag Deer Antler Labradorite Seashell Amazonite Pendant Necklace,This iridescent blue teardrop labradorite cabachon has a hand created and electroplated stag skull design with natural seashell and Amazonite details on the antlers.,74,1,"Stag,Antler,Deer,Skull,Amazonite,Labradorite,Electroplated,Iridescent,Electroformed,Copper,Unique_gift,Pendant,Hand_made","https://i.etsystatic.com/20733072/r/il/87dc82/2140536199/il_fullxfull.2140536199_175h.jpg, https://i.etsystatic.com/20733072/r/il/817a7c/2140536129/il_fullxfull.2140536129_l3pm.jpg,	https://i.etsystatic.com/20733072/r/il/3a7f6e/2140536257/il_fullxfull.2140536257_se6h.jpg,	https://i.etsystatic.com/20733072/r/il/6b8997/2140536047/il_fullxfull.2140536047_fsh7.jpg,	https://i.etsystatic.com/20733072/r/il/171259/2092975758/il_fullxfull.2092975758_ks1k.jpg,	https://i.etsystatic.com/20733072/r/il/61305e/2140535993/il_fullxfull.2140535993_bdpy.jpg,	https://i.etsystatic.com/20733072/r/il/625196/2092975570/il_fullxfull.2092975570_aari.jpg,	https://i.etsystatic.com/20733072/r/il/fda890/2140536185/il_fullxfull.2140536185_97oo.jpg,	https://i.etsystatic.com/20733072/r/il/12d2aa/2140536251/il_fullxfull.2140536251_2dna.jpg,	https://i.etsystatic.com/20733072/r/il/f1508f/2092975754/il_fullxfull.2092975754_82sx.jpg"
Geometric Ammonite Fossil Electroformed Pendant Necklace Unique Gift,"This fossilized ammonite half has been electroformed to have copper and geometric details. The copper has a dark patina with a polished copper finish, then covered in environmentally friendly sealant to prevent further metal tarnishing or color transfer. Three natural Amazonite stones accent the top of the pendant. 

Ammonites lived in the seas until they went extinct in the Cretaceous period about 66 million years ago! However, these Sea dwelling creatures left behind many fossilized specimens that help us gain knowledge, admiration, and appreciation of the past...",52,1,"Fossilized,Fossil,Pendant,Unique_gift,Amazonite,Ammonite,Copper,Electroformed,Electroplated,Aquatic","https://i.etsystatic.com/20733072/r/il/7c04b7/2112657049/il_fullxfull.2112657049_6rc7.jpg, https://i.etsystatic.com/20733072/r/il/1a4b6f/2065082856/il_fullxfull.2065082856_kch1.jpg,        https://i.etsystatic.com/20733072/r/il/a27bb0/2112657063/il_fullxfull.2112657063_bhqj.jpg,        https://i.etsystatic.com/20733072/r/il/604fe7/2065082938/il_fullxfull.2065082938_anzo.jpg,        https://i.etsystatic.com/20733072/r/il/b145b5/2112657147/il_fullxfull.2112657147_rev2.jpg,        https://i.etsystatic.com/20733072/r/il/7396e3/2065082956/il_fullxfull.2065082956_lrel.jpg,        https://i.etsystatic.com/20733072/r/il/a47b61/2065083006/il_fullxfull.2065083006_8ccz.jpg,        https://i.etsystatic.com/20733072/r/il/582967/2112657239/il_fullxfull.2112657239_ee59.jpg,    https://i.etsystatic.com/20733072/r/il/74c054/2112657251/il_fullxfull.2112657251_enzb.jpg,        https://i.etsystatic.com/20733072/r/il/64512c/2112657283/il_fullxfull.2112657283_egcr.jpg"
Golden Pink Toned Labradorite Electroformed Geometric Pendant with Amazonite Unique Gift,This golden pink toned labradorite pendant was electroformed to have geometric and copper details. The pendant is finished with three natural Amazonite beads accenting the top.,60,1,"Bohemian,Golden,Iridescent,Labradorite,Electroplated,Electroformed,Copper,Amazonite,Unique_gift,Pendant","https://i.etsystatic.com/20733072/r/il/4f9fa9/2065102088/il_fullxfull.2065102088_1yns.jpg, https://i.etsystatic.com/20733072/r/il/3c497a/2112676655/il_fullxfull.2112676655_2915.jpg,	https://i.etsystatic.com/20733072/r/il/cc4e14/2112676617/il_fullxfull.2112676617_p6ha.jpg,	https://i.etsystatic.com/20733072/r/il/957478/2065102142/il_fullxfull.2065102142_f4ub.jpg,	https://i.etsystatic.com/20733072/r/il/48455f/2065102144/il_fullxfull.2065102144_383i.jpg,	https://i.etsystatic.com/20733072/r/il/6f510c/2065102148/il_fullxfull.2065102148_bdbn.jpg,	https://i.etsystatic.com/20733072/r/il/a9713c/2065102198/il_fullxfull.2065102198_7y8v.jpg,	https://i.etsystatic.com/20733072/r/il/2571fe/2112676787/il_fullxfull.2112676787_w50t.jpg,	https://i.etsystatic.com/20733072/r/il/57bf04/2065102252/il_fullxfull.2065102252_lkab.jpg,	https://i.etsystatic.com/20733072/r/il/2ff4f2/2065102300/il_fullxfull.2065102300_4q1c.jpg"
Octopus Tentacle and Coral Designed Electroplated Copper Labradorite Pendant Necklace,"This labradorite stone has coral sprouting out the side and is entwined with an octopus tentacle, then electroplated with copper and tarnished for an antique finish. The pendant is then coated in an environmentally friendly sealant to maintain appearance.",62,1,"Oceanic,Coral,Octopus,Tentacle,Mermaid,Aquatic,Unique_gift,Iridescent,Copper,Electroplated,Electroformed,Pendant,Labradorite","https://i.etsystatic.com/20733072/r/il/e84c03/2234917441/il_fullxfull.2234917441_6hho.jpg, https://i.etsystatic.com/20733072/r/il/f5921a/2234917439/il_fullxfull.2234917439_pifk.jpg,	https://i.etsystatic.com/20733072/r/il/fcc168/2187366708/il_fullxfull.2187366708_4olx.jpg,	https://i.etsystatic.com/20733072/r/il/9ebdd2/2187366786/il_fullxfull.2187366786_m43e.jpg,	https://i.etsystatic.com/20733072/r/il/09b545/2187366790/il_fullxfull.2187366790_o527.jpg		"
Hexagonal Electroplated Copper Labradorite with Amazonite Pendant Necklace,"This labradorite stone has electroplated copper hexagonal details that contrast beautifully with the striking iridescent natural stone, and Amazonite beads accenting the top. The copper is tarnished with an antique finish then coated with an environmentally friendly sealant to maintain appearance.",50,1,"Hexagon,Labradorite,Pendant,Electroformed,Electroplated,Copper,Witch,Geometric,Iridescent,Unique_gift,Hippie,Bohemian,Amazonite","https://i.etsystatic.com/20733072/r/il/f86541/2234900603/il_fullxfull.2234900603_xngv.jpg, https://i.etsystatic.com/20733072/r/il/4a044d/2234900607/il_fullxfull.2234900607_f3d9.jpg,        https://i.etsystatic.com/20733072/r/il/552ff1/2234900605/il_fullxfull.2234900605_g36u.jpg        "
Labradorite and Teal Fluorite Electroformed Copper Pendant Necklace with Amazonite Bead Accent,"This labradorite pendant has a natural yet futuristic style that ties the iridescent labradorite stone and naturally occurring geometrically shaped fluorite into an intriguing, unified piece. Blue Amazonite beads accent the striking teal of the Flourite as well as contrast against the copper. The pendant is electroplated with copper and tarnished for an antique finish, then finally coated with an environmentally friendly sealant to maintain appearance.",75,1,"Hippie,Bohemian,Witch,Futuristic,Geometric,Fluorite,Iridescent,Unique_gift,Pendant,Electroformed,Electroplated,Copper,Labradorite","https://i.etsystatic.com/20733072/r/il/173529/2187340732/il_fullxfull.2187340732_trtz.jpg, https://i.etsystatic.com/20733072/r/il/f5b649/2234892199/il_fullxfull.2234892199_16cz.jpg,        https://i.etsystatic.com/20733072/r/il/a68edb/2234892259/il_fullxfull.2234892259_6733.jpg,        https://i.etsystatic.com/20733072/r/il/ee721d/2234892265/il_fullxfull.2234892265_qtt9.jpg,        https://i.etsystatic.com/20733072/r/il/3b311d/2234892275/il_fullxfull.2234892275_palf.jpg,        https://i.etsystatic.com/20733072/r/il/145015/2187340876/il_fullxfull.2187340876_3wfk.jpg"
Nature Inspired Copper Labradorite Pendant,This beautiful Labradorite stone is plated with copper and hand designed with the essence of nature in mind. The green and blue iridescent colors are beautifully complimented by the aquatic green agate stone bean accent on the chain.,40,1,"Labradorite,Copper,Electroformed,Electroplated,Pendant,Unique_gift,Iridescent","https://i.etsystatic.com/20733072/r/il/69ffa1/2079618291/il_fullxfull.2079618291_jjqk.jpg, https://i.etsystatic.com/20733072/r/il/936189/2079614117/il_fullxfull.2079614117_nrs1.jpg,	https://i.etsystatic.com/20733072/r/il/95f7fd/2079614119/il_fullxfull.2079614119_sz2m.jpg,	https://i.etsystatic.com/20733072/r/il/2201a8/2079614215/il_fullxfull.2079614215_kdtg.jpg,	https://i.etsystatic.com/20733072/r/il/10f0af/2032004876/il_fullxfull.2032004876_u09f.jpg,	https://i.etsystatic.com/20733072/r/il/868fe3/2032004884/il_fullxfull.2032004884_fe6s.jpg,	https://i.etsystatic.com/20733072/r/il/3474af/2079614233/il_fullxfull.2079614233_iowd.jpg,	https://i.etsystatic.com/20733072/r/il/cb0789/2032004892/il_fullxfull.2032004892_qvi9.jpg,	https://i.etsystatic.com/20733072/r/il/ef5bc8/2032004900/il_fullxfull.2032004900_4cu6.jpg,	https://i.etsystatic.com/20733072/r/il/2aed1c/2079614243/il_fullxfull.2079614243_r5sm.jpg"
Bohemian Heart Labradorite Pendant,"This labradorite has blue, pink, and gold iridescent colors that change as you move!",40,1,"Labradorite,Copper,Electroformed,Electroplated,Pendant,Unique_gift,Iridescent","https://i.etsystatic.com/20733072/r/il/6ebfd6/2032056598/il_fullxfull.2032056598_4be5.jpg, https://i.etsystatic.com/20733072/r/il/b9900c/2032055496/il_fullxfull.2032055496_nqed.jpg,	https://i.etsystatic.com/20733072/r/il/89c796/2079664533/il_fullxfull.2079664533_4mj4.jpg,	https://i.etsystatic.com/20733072/r/il/454a1c/2032055278/il_fullxfull.2032055278_i7oo.jpg,	https://i.etsystatic.com/20733072/r/il/deae23/2032055494/il_fullxfull.2032055494_5935.jpg,	https://i.etsystatic.com/20733072/r/il/4de995/2032055486/il_fullxfull.2032055486_sta5.jpg,	https://i.etsystatic.com/20733072/r/il/78b2c6/2079664497/il_fullxfull.2079664497_6nm6.jpg,	https://i.etsystatic.com/20733072/r/il/7f9911/2079664495/il_fullxfull.2079664495_evk6.jpg,	https://i.etsystatic.com/20733072/r/il/afba7c/2079664559/il_fullxfull.2079664559_pe6w.jpg"
Alien Labradorite and Fluorite Pendant,"I have paired Labradorite and fluorite stones to make this unique, alien-inspired pendant. I plated the gems with copper, giving it a sleek and strong structure. The Labradorite is cut and polished into a classic teardrop shape, though the fluorite is naturally geometrically shaped! The natural teal fluorite color echos the iridescent blue and green notes of the Labradorite stone",72,1,"Labradorite,Fluorite,Alien,Electroformed,Electroplated,Copper,Pendant,Unique_gift,Iridescent","https://i.etsystatic.com/20733072/r/il/90d6f3/2079543479/il_fullxfull.2079543479_4mmi.jpg, https://i.etsystatic.com/20733072/r/il/986b65/2031933540/il_fullxfull.2031933540_a243.jpg,	https://i.etsystatic.com/20733072/r/il/7f106c/2031933600/il_fullxfull.2031933600_gtjq.jpg,	https://i.etsystatic.com/20733072/r/il/0bd49b/2079543569/il_fullxfull.2079543569_7m37.jpg,	https://i.etsystatic.com/20733072/r/il/30e981/2031933602/il_fullxfull.2031933602_trot.jpg,	https://i.etsystatic.com/20733072/r/il/ac2c59/2079543577/il_fullxfull.2079543577_q1b2.jpg,	https://i.etsystatic.com/20733072/r/il/b93493/2031933622/il_fullxfull.2031933622_egf2.jpg,	https://i.etsystatic.com/20733072/r/il/a8034f/2079543601/il_fullxfull.2079543601_h573.jpg	"
Leaf Labradorite Copper Pendant,This beautiful blue-green iridescent teardrop shaped labradorite is plated with copper and embellished with a hand-made leaf design. The pendant is finished with a green aquatic agate accent on the chain.,40,1,"Leaf,Labradorite,Copper,Electroformed,Electroplated,Pendant,Green_aquatic_agate,Agate,Aquatic,Iridescent","https://i.etsystatic.com/20733072/r/il/1fdb77/2031924460/il_fullxfull.2031924460_9u6w.jpg, https://i.etsystatic.com/20733072/r/il/0daa8c/2079534109/il_fullxfull.2079534109_afcr.jpg,	https://i.etsystatic.com/20733072/r/il/dad885/2031924466/il_fullxfull.2031924466_4wh4.jpg,	https://i.etsystatic.com/20733072/r/il/05abfe/2031924468/il_fullxfull.2031924468_r8kh.jpg,	https://i.etsystatic.com/20733072/r/il/66e61f/2079534111/il_fullxfull.2079534111_656w.jpg,	https://i.etsystatic.com/20733072/r/il/050226/2079534151/il_fullxfull.2079534151_5ome.jpg,	https://i.etsystatic.com/20733072/r/il/d75692/2031924532/il_fullxfull.2031924532_1a8p.jpg,	https://i.etsystatic.com/20733072/r/il/ba6c0b/2031924548/il_fullxfull.2031924548_9w0p.jpg,	https://i.etsystatic.com/20733072/r/il/196c44/2031924600/il_fullxfull.2031924600_gdzw.jpg,	https://i.etsystatic.com/20733072/r/il/5963a7/2031924676/il_fullxfull.2031924676_en7m.jpg"
Skeleton Moth Copper and Labradorite Pendant,This oddity was designed with a hand created copper plated moth that has a subtle skull-like appearance. The green and blue iridescent colors are beautifully complimented by the aquatic green agate bead on the chain.,40,1,"Labradorite,Skull,Skeleton,Copper,Electroplated,Electroformed,Moth,Insect,Unique_gift,Iridescent","https://i.etsystatic.com/20733072/r/il/bfbf88/2079139131/il_fullxfull.2079139131_50xc.jpg, https://i.etsystatic.com/20733072/r/il/b93525/2079139471/il_fullxfull.2079139471_1f3g.jpg,	https://i.etsystatic.com/20733072/r/il/b580ea/2031527978/il_fullxfull.2031527978_6bu6.jpg,	https://i.etsystatic.com/20733072/r/il/8435e7/2031931394/il_fullxfull.2031931394_ex3q.jpg,	https://i.etsystatic.com/20733072/r/il/1ef46c/2031527332/il_fullxfull.2031527332_4rpy.jpg,	https://i.etsystatic.com/20733072/r/il/aa2195/2031527470/il_fullxfull.2031527470_scbd.jpg, https://i.etsystatic.com/20733072/r/il/026fe1/2031527562/il_fullxfull.2031527562_tee0.jpg,	https://i.etsystatic.com/20733072/r/il/03779e/2079138999/il_fullxfull.2079138999_1l7u.jpg"
Swirl Copper Labradorite Pendant,This labradorite pendant shines with changing iridescent blues and a touch of light pinks. A blue goldstone bead accent on the chain highlights the captivating blue shine of the Labradorite.,38,1,"Labradorite,Copper,Electroformed,Electroplated,Unique_gift,Pendant,Iridescent,Blue_goldstone","https://i.etsystatic.com/20733072/r/il/77c9b1/2079654273/il_fullxfull.2079654273_3mmk.jpg, https://i.etsystatic.com/20733072/r/il/ef576d/2032044998/il_fullxfull.2032044998_3nx6.jpg,	https://i.etsystatic.com/20733072/r/il/6a2d4b/2079654271/il_fullxfull.2079654271_m0rm.jpg,	https://i.etsystatic.com/20733072/r/il/67bd2b/2079654277/il_fullxfull.2079654277_5r8t.jpg,	https://i.etsystatic.com/20733072/r/il/5b095c/2032045072/il_fullxfull.2032045072_4vuk.jpg,	https://i.etsystatic.com/20733072/r/il/57b4fc/2079654317/il_fullxfull.2079654317_5cd8.jpg,	https://i.etsystatic.com/20733072/r/il/64e9e4/2079654321/il_fullxfull.2079654321_ojny.jpg	"
Copper Mushroom and Leaf Labradorite Pendant,"🍄 This labradorite is so vividly iridescent blue, contrasting beautifully with the mushroom and leaf inspired copper details.

All my copper pieces are sealed with an environmentally friendly sealant to maintain appearance.",40,1,"Labradorite,Lace,Copper,Electroformed,Electroplated,Pendant,Unique_gift,Blue,Iridescent","https://i.etsystatic.com/20733072/r/il/c65b63/2079551483/il_fullxfull.2079551483_8f91.jpg, https://i.etsystatic.com/20733072/r/il/d09147/2031941692/il_fullxfull.2031941692_6ph7.jpg,	https://i.etsystatic.com/20733072/r/il/3919cb/2079551493/il_fullxfull.2079551493_7x18.jpg,	https://i.etsystatic.com/20733072/r/il/70e18d/2031941696/il_fullxfull.2031941696_6uc6.jpg,	https://i.etsystatic.com/20733072/r/il/573628/2031941698/il_fullxfull.2031941698_ize4.jpg,	https://i.etsystatic.com/20733072/r/il/fb735f/2031997672/il_fullxfull.2031997672_nk76.jpg,	https://i.etsystatic.com/20733072/r/il/76edae/2031999404/il_fullxfull.2031999404_kmlm.jpg"
Mandala Copper and Labradorite Pendant,This teardrop shaped Labradorite Pendant is plated with copper and embellished with a mandala inspired copper design on the front. The blue and green iridescent colors are beautifully complimented by the aquatic green agate bead accent on the chain.,40,1,"Labradorite,Copper,Electroplated,Electroformed,Pendant,Unique_gift,Iridescent,Aquatic","https://i.etsystatic.com/20733072/r/il/9d84d0/2079542917/il_fullxfull.2079542917_hovo.jpg, https://i.etsystatic.com/20733072/r/il/8b3764/2031495864/il_fullxfull.2031495864_d3oh.jpg,	https://i.etsystatic.com/20733072/r/il/b774aa/2031495920/il_fullxfull.2031495920_c73q.jpg,	https://i.etsystatic.com/20733072/r/il/af1ff5/2031496036/il_fullxfull.2031496036_1163.jpg,	https://i.etsystatic.com/20733072/r/il/aec679/2031496184/il_fullxfull.2031496184_sgkt.jpg,	https://i.etsystatic.com/20733072/r/il/905cfd/2079106877/il_fullxfull.2079106877_r0rz.jpg,	https://i.etsystatic.com/20733072/r/il/661bdc/2031496392/il_fullxfull.2031496392_g0k8.jpg,	https://i.etsystatic.com/20733072/r/il/6069ea/2079107141/il_fullxfull.2079107141_j0va.jpg,	https://i.etsystatic.com/20733072/r/il/2d421d/2031496716/il_fullxfull.2031496716_k76e.jpg"
Fern Leaf Blue Labradorite Electroformed Copper Pendant Necklace,This teardrop shaped labradorite pendant has two copper electroplated fern designs wrapping around the front of the stone. The copper is tarnish and polished for an antique look and finished with an environmentally friendly sealant.,46,1,"Leaf,Blue_Stone,Witch,Nature,Bohemian,Iridescent,Unique_gift,Pendant,Electroformed,Electroplated,Copper,Labradorite,Fern","https://i.etsystatic.com/20733072/r/il/bd3022/2212459443/il_fullxfull.2212459443_21lj.jpg, https://i.etsystatic.com/20733072/r/il/52d718/2212459445/il_fullxfull.2212459445_g8rv.jpg,	https://i.etsystatic.com/20733072/r/il/50c5cf/2212459439/il_fullxfull.2212459439_nc9k.jpg,	https://i.etsystatic.com/20733072/r/il/0a16cf/2164896362/il_fullxfull.2164896362_c1ip.jpg,	https://i.etsystatic.com/20733072/r/il/00119b/2164896370/il_fullxfull.2164896370_pzsk.jpg"
Geometric Labradorite and Tigers Eye Electroformed Copper Pendant Necklace,This Beautiful golden iridescent labradorite pendant has geometric details and a natural tigers eye stone embedded in the electroformed copper. The copper is tarnished with an antique finish and sealed with an environmentally friendly sealant.,46,1,"Labradorite,Copper,Electroplated,Electroformed,Pendant,Unique_gift,Iridescent,Bohemian,Nature,Golden,Witch,Hand_made,Geometric","https://i.etsystatic.com/20733072/r/il/8b8918/2212444543/il_fullxfull.2212444543_b8b6.jpg, https://i.etsystatic.com/20733072/r/il/d4013e/2212444547/il_fullxfull.2212444547_ll0j.jpg,	https://i.etsystatic.com/20733072/r/il/1c8d55/2212444545/il_fullxfull.2212444545_hyp0.jpg,	https://i.etsystatic.com/20733072/r/il/35167e/2212444687/il_fullxfull.2212444687_jusi.jpg,	https://i.etsystatic.com/20733072/r/il/a089fe/2164881652/il_fullxfull.2164881652_5hz5.jpg,	https://i.etsystatic.com/20733072/r/il/243f0a/2164881664/il_fullxfull.2164881664_d077.jpg"
Geometric Labradorite Electroformed Copper Pendant Necklace,This iridescent labradorite pendant has geometric designs to create a fusion of a natural and industrial appearance. The copper is tarnished with an antique finish and sealed with an environmentally friendly sealant.,42,1,"Geometric,Hand_made,Witch,Golden,Nature,Bohemian,Iridescent,Unique_gift,Pendant,Electroformed,Electroplated,Copper,Labradorite","https://i.etsystatic.com/20733072/r/il/73409e/2164874152/il_fullxfull.2164874152_75qi.jpg, https://i.etsystatic.com/20733072/r/il/b81373/2212437481/il_fullxfull.2212437481_aozv.jpg,	https://i.etsystatic.com/20733072/r/il/8d92c7/2164874298/il_fullxfull.2164874298_7mfo.jpg,	https://i.etsystatic.com/20733072/r/il/cd64cb/2212437653/il_fullxfull.2212437653_6v2x.jpg,	https://i.etsystatic.com/20733072/r/il/15b0df/2212437727/il_fullxfull.2212437727_5zz7.jpg	"
Pink Multi-Color Labradorite Electroformed Copper Pendant Necklace,This multi-colored pink labradorite pendant has a simple electroformed copper bezel and spiraled neck for a unique detail. The copper pendant is sealed with an environmentally friendly sealant to prevent tarnish.,30,1,"Golden,Hand_made,Pendant,Unique_gift,Copper,Electroformed,Iridescent,Electroplated,Labradorite,Witch,Pink_Stone,Nature,Bohemian","https://i.etsystatic.com/20733072/r/il/c84536/2202533975/il_fullxfull.2202533975_tu24.jpg, https://i.etsystatic.com/20733072/r/il/c97ab7/2202534085/il_fullxfull.2202534085_e9zz.jpg,	https://i.etsystatic.com/20733072/r/il/6d4c7a/2202534155/il_fullxfull.2202534155_mtu8.jpg,	https://i.etsystatic.com/20733072/r/il/c177ab/2154973970/il_fullxfull.2154973970_hp6g.jpg,	https://i.etsystatic.com/20733072/r/il/418560/2154974074/il_fullxfull.2154974074_q2ak.jpg,	https://i.etsystatic.com/20733072/r/il/7fe58f/2202534447/il_fullxfull.2202534447_os8z.jpg,	https://i.etsystatic.com/20733072/r/il/2ceb6b/2202534449/il_fullxfull.2202534449_9nbc.jpg,	https://i.etsystatic.com/20733072/r/il/88db87/2202534549/il_fullxfull.2202534549_l425.jpg,	https://i.etsystatic.com/20733072/r/il/ccee18/2154974276/il_fullxfull.2154974276_cn2g.jpg"
Golden Iridescent Labradorite Electroformed Copper Pendant Necklace,This gold iridescent teardrop shaped labradorite has a simple copper electroformed bezel and a spiraled neck for a unique finish. The copper pendant was sealed with a environmentally friendly sealant to prevent tarnish.,32,1,"Hand_made,Pendant,Unique_gift,Copper,Electroformed,Iridescent,Electroplated,Labradorite,Witch,Golden,Nature,Bohemian","https://i.etsystatic.com/20733072/r/il/cf0d83/2154949648/il_fullxfull.2154949648_psyu.jpg, https://i.etsystatic.com/20733072/r/il/4fc70a/2202509917/il_fullxfull.2202509917_t3ln.jpg,	https://i.etsystatic.com/20733072/r/il/75f63d/2202509807/il_fullxfull.2202509807_i13x.jpg,	https://i.etsystatic.com/20733072/r/il/e2e21a/2202510023/il_fullxfull.2202510023_f1bh.jpg	"
Copper Teardrop Labradorite Electroformed Pendant Necklace,This beautiful blue and green teardrop shaped labradorite has a simple electroformed copper detail with a spiraled neck for a unique finish. The copper pendant is sealed with an environmentally friendly sealant to prevent tarnish.,30,1,"Bohemian,Nature,Golden,Witch,Blue_Stone,Labradorite,Electroplated,Iridescent,Electroformed,Copper,Unique_gift,Pendant,Hand_made","https://i.etsystatic.com/20733072/r/il/347c24/2154940690/il_fullxfull.2154940690_aa1h.jpg, https://i.etsystatic.com/20733072/r/il/c5ef69/2154940684/il_fullxfull.2154940684_6e9u.jpg,	https://i.etsystatic.com/20733072/r/il/76dd5c/2202500809/il_fullxfull.2202500809_6c3g.jpg,	https://i.etsystatic.com/20733072/r/il/5e42e7/2154940820/il_fullxfull.2154940820_n0aa.jpg,	https://i.etsystatic.com/20733072/r/il/5927ee/2154940814/il_fullxfull.2154940814_2dox.jpg,	https://i.etsystatic.com/20733072/r/il/584694/2154940822/il_fullxfull.2154940822_4m82.jpg,	https://i.etsystatic.com/20733072/r/il/e7197a/2202501073/il_fullxfull.2202501073_b7yj.jpg,	https://i.etsystatic.com/20733072/r/il/c5ade2/2202501081/il_fullxfull.2202501081_a19q.jpg,	https://i.etsystatic.com/20733072/r/il/6a3e27/2202501087/il_fullxfull.2202501087_sphi.jpg,	https://i.etsystatic.com/20733072/r/il/c527a1/2154941042/il_fullxfull.2154941042_iz8a.jpg"
Leaf and Lace Labradorite Electroplated Copper Pendant Necklace,"This deep blue teardrop shaped labradorite pendant has a single leaf detail set upon a lace inspired design, which was plated in copper and tarnished with a dark, antique finish to make the iridescent stone shine even more!",40,1,"Blue_Stone,Nature,Leaf,Lace,Witch,Unique_gift,Pendant,Copper,Iridescent,Electroformed,Electroplated,Labradorite,Hand_made","https://i.etsystatic.com/20733072/r/il/9dd59e/2153732844/il_fullxfull.2153732844_lzfz.jpg, https://i.etsystatic.com/20733072/r/il/cf2708/2153732964/il_fullxfull.2153732964_9wuf.jpg,	https://i.etsystatic.com/20733072/r/il/bafa0f/2201296371/il_fullxfull.2201296371_jf7g.jpg,	https://i.etsystatic.com/20733072/r/il/0e2de3/2153733148/il_fullxfull.2153733148_m4qk.jpg,	https://i.etsystatic.com/20733072/r/il/df0666/2201296479/il_fullxfull.2201296479_qnyo.jpg,	https://i.etsystatic.com/20733072/r/il/bc7935/2153733256/il_fullxfull.2153733256_38il.jpg,	https://i.etsystatic.com/20733072/r/il/c99098/2491792544/il_fullxfull.2491792544_or8t.jpg	"
